"","LHS","RHS","support","confidence","coverage","lift","count","LHS.name","RHS.name","cross.aisle"
"11670","{9207,9208,9211,9212}","{9202}",5.39806360394173e-05,0.34698275862069,0.000155571522498693,460.97718205207,161,"food baby pear, food baby nd, chicken food stage, apple food baby","dinner vegetable turkey",FALSE
"7578","{9211,9212,9221}","{9202}",0.000103602587181242,0.346412556053812,0.000299072840665591,460.219650543809,309,"chicken food stage, apple food baby, baby food stage","dinner vegetable turkey",FALSE
"7538","{9207,9211,9218}","{9202}",4.79455338735197e-05,0.344578313253012,0.000139142633269305,457.782803016073,143,"food baby pear, chicken food stage, baby food mum","dinner vegetable turkey",FALSE
"147","{4107}","{4114}",0.000421786584705509,0.500596896140072,0.000842567319050035,457.711763696955,1258,"cat formula food","cat food turkey",FALSE
"148","{4114}","{4107}",0.000421786584705509,0.385652973635806,0.00109369462584211,457.711763696955,1258,"cat food turkey","cat formula food",FALSE
"7558","{9211,9216,9221}","{9202}",9.15323828494467e-05,0.342534504391468,0.000267220912567798,455.067540582306,273,"chicken food stage, stage just apple, baby food stage","dinner vegetable turkey",FALSE
"7550","{9211,9212,9216}","{9202}",6.87331080005002e-05,0.341098169717138,0.000201505355650247,453.159326141657,205,"chicken food stage, apple food baby, stage just apple","dinner vegetable turkey",FALSE
"11680","{9207,9208,9211,9221}","{9202}",5.56570533077221e-05,0.338775510204082,0.000164288892293879,450.073602108995,166,"food baby pear, food baby nd, chicken food stage, baby food stage","dinner vegetable turkey",FALSE
"740","{4111,4119}","{4101}",8.81795483128369e-05,0.603211009174312,0.000146183585796186,445.213461673807,263,"food cat salmon, treat cat salmon","feast cat food",FALSE
"746","{4111,4114}","{4101}",6.33685727419246e-05,0.598101265822785,0.000105949571356869,441.442100589214,189,"food cat salmon, cat food turkey","feast cat food",FALSE
"11675","{9208,9211,9212,9221}","{9202}",5.16336518637904e-05,0.330472103004292,0.000156242089406015,439.042272288443,154,"food baby nd, chicken food stage, apple food baby, baby food stage","dinner vegetable turkey",FALSE
"544","{4101,4109}","{4110}",0.000105279004449547,0.486821705426357,0.00021625782761133,431.235688844991,314,"feast cat food, cat food tuna","beef cat food",FALSE
"632","{9207,9211}","{9202}",0.000163953608840218,0.320655737704918,0.00051130726683299,426.000931468838,489,"food baby pear, chicken food stage","dinner vegetable turkey",FALSE
"7542","{9211,9218,9221}","{9202}",5.7668754029688e-05,0.319702602230483,0.000180382498069606,424.734661908744,172,"chicken food stage, baby food mum, baby food stage","dinner vegetable turkey",FALSE
"537","{4109,4119}","{4101}",4.62691166052148e-05,0.572614107883817,8.08033123322954e-05,422.630730037859,138,"cat food tuna, treat cat salmon","feast cat food",FALSE
"551","{4101,4111}","{4109}",9.48852173860564e-05,0.264239028944911,0.000359088578870906,421.672755494208,283,"feast cat food, food cat salmon","cat food tuna",FALSE
"548","{4110,4111}","{4109}",5.43159194930782e-05,0.263414634146341,0.000206199324001501,420.357185921779,162,"beef cat food, food cat salmon","cat food tuna",FALSE
"7566","{9207,9208,9211}","{9202}",7.97974619713125e-05,0.31151832460733,0.000256156558596986,413.861599365664,238,"food baby pear, food baby nd, chicken food stage","dinner vegetable turkey",FALSE
"13","{607}","{12404}",7.07448087224661e-05,0.308479532163743,0.000229333882304108,410.739257649332,211,"margarita lime mixer","tequila silver agave",TRUE
"629","{9211,9212}","{9202}",0.000146518869249847,0.305167597765363,0.000480125905642519,405.42446498115,437,"chicken food stage, apple food baby","dinner vegetable turkey",FALSE
"7562","{9208,9211,9212}","{9202}",7.54387770737198e-05,0.304878048780488,0.000247439188801801,405.039790319952,225,"food baby nd, chicken food stage, apple food baby","dinner vegetable turkey",FALSE
"7545","{9202,9208,9216}","{9211}",5.86746043906709e-05,0.675675675675676,8.6838414498193e-05,404.260213071647,175,"dinner vegetable turkey, food baby nd, stage just apple","chicken food stage",FALSE
"545","{4101,4110}","{4109}",0.000105279004449547,0.252614641995173,0.000416757332900594,403.122553824155,314,"feast cat food, beef cat food","cat food tuna",FALSE
"620","{9211,9219}","{9202}",6.20274389272807e-05,0.30327868852459,0.000204522906733196,402.914991419913,185,"chicken food stage, apple fruit puree","dinner vegetable turkey",FALSE
"722","{11102,11106}","{11105}",6.06863051126368e-05,0.461734693877551,0.000131431113835103,402.674641216136,181,"plate inch dinner, spoon duty heavy","assorted compostable dinnerware",FALSE
"623","{9211,9216}","{9202}",0.000130089980020459,0.302180685358255,0.000430503954500694,401.456260710891,388,"chicken food stage, stage just apple","dinner vegetable turkey",FALSE
"7953","{6403,9415,9807}","{9404}",5.06278015028075e-05,0.980519480519481,5.16336518637904e-05,400.719287084524,151,"brain dream power, mint tea green, apple honey juice","mate yerba loose",FALSE
"617","{9211,9220}","{9202}",6.13568720199588e-05,0.299509001636661,0.000204858190186857,397.906847367673,183,"chicken food stage, spinach apple pea","dinner vegetable turkey",FALSE
"11679","{9202,9207,9208,9221}","{9211}",5.56570533077221e-05,0.658730158730159,8.44914303225662e-05,394.121623600962,166,"dinner vegetable turkey, food baby pear, food baby nd, baby food stage","chicken food stage",FALSE
"609","{9211,9218}","{9202}",8.38208634152442e-05,0.291375291375291,0.000287673203241118,387.100965107647,250,"chicken food stage, baby food mum","dinner vegetable turkey",FALSE
"7546","{9208,9211,9216}","{9202}",5.86746043906709e-05,0.291181364392679,0.000201505355650247,386.843327194097,175,"food baby nd, chicken food stage, stage just apple","dinner vegetable turkey",FALSE
"748","{4106,4110}","{4101}",8.01327454249735e-05,0.524122807017544,0.000152889254869405,386.840634049241,239,"cat food variety, beef cat food","feast cat food",FALSE
"11674","{9202,9208,9212,9221}","{9211}",5.16336518637904e-05,0.644351464435146,8.01327454249735e-05,385.518777252259,154,"dinner vegetable turkey, food baby nd, apple food baby, baby food stage","chicken food stage",FALSE
"606","{9211,9214}","{9202}",4.79455338735197e-05,0.288306451612903,0.000166300593015844,383.02391784611,143,"chicken food stage, cereal grain baby","dinner vegetable turkey",FALSE
"539","{4101,4119}","{4109}",4.62691166052148e-05,0.239583333333333,0.000193123269308723,382.327185883717,138,"feast cat food, treat cat salmon","cat food tuna",FALSE
"743","{4101,4114}","{4110}",6.87331080005002e-05,0.431578947368421,0.000159259640488964,382.300629953262,205,"feast cat food, cat food turkey","beef cat food",FALSE
"11669","{9202,9207,9208,9212}","{9211}",5.39806360394173e-05,0.636363636363636,8.48267137762271e-05,380.73961885657,161,"dinner vegetable turkey, food baby pear, food baby nd, apple food baby","chicken food stage",FALSE
"611","{9211,9215}","{9202}",5.19689353174514e-05,0.284926470588235,0.000182394198791571,378.533509924014,155,"chicken food stage, butternut squash food","dinner vegetable turkey",FALSE
"7565","{9202,9207,9208}","{9211}",7.97974619713125e-05,0.626315789473684,0.000127407712391171,374.727940664098,238,"dinner vegetable turkey, food baby pear, food baby nd","chicken food stage",FALSE
"737","{4101,4119}","{4110}",8.14738792396174e-05,0.421875,0.000193123269308723,373.704693532819,243,"feast cat food, treat cat salmon","beef cat food",FALSE
"755","{4106,4111}","{4101}",8.75089814055149e-05,0.502890173410405,0.000174012112450047,371.169410936742,261,"cat food variety, food cat salmon","feast cat food",FALSE
"635","{9211,9221}","{9202}",0.000200164221835603,0.276901669758813,0.000722871126093066,367.872317167402,597,"chicken food stage, baby food stage","dinner vegetable turkey",FALSE
"7569","{9202,9208,9221}","{9211}",8.7173697951854e-05,0.606060606060606,0.000143836601620559,362.609160815781,260,"dinner vegetable turkey, food baby nd, baby food stage","chicken food stage",FALSE
"733","{4106,4119}","{4101}",5.02925180491465e-05,0.490196078431373,0.000102596736820259,361.800248433944,150,"cat food variety, treat cat salmon","feast cat food",FALSE
"11654","{9202,9207,9212,9216}","{9211}",4.99572345954855e-05,0.600806451612903,8.31502965079222e-05,359.465573332902,149,"dinner vegetable turkey, food baby pear, apple food baby, stage just apple","chicken food stage",FALSE
"749","{4101,4106}","{4110}",8.01327454249735e-05,0.405084745762712,0.000197817237659976,358.831575158694,239,"feast cat food, cat food variety","beef cat food",FALSE
"7522","{2701,2702,2703}","{2705}",5.66629036687051e-05,0.289879931389365,0.000195470253484349,358.74758474908,169,"ale amber big, beer import bottle, ale pale india","cider hard apple",FALSE
"7541","{9202,9218,9221}","{9211}",5.7668754029688e-05,0.599303135888502,9.62263512007004e-05,358.566131845012,172,"dinner vegetable turkey, baby food mum, baby food stage","chicken food stage",FALSE
"7521","{2702,2703,2705}","{2701}",5.66629036687051e-05,0.528125,0.000107290705171513,357.746933198955,169,"beer import bottle, ale pale india, cider hard apple","ale amber big",FALSE
"11664","{9202,9207,9216,9221}","{9211}",6.06863051126368e-05,0.597359735973597,0.000101590886459276,357.403385734762,181,"dinner vegetable turkey, food baby pear, stage just apple, baby food stage","chicken food stage",FALSE
"7561","{9202,9208,9212}","{9211}",7.54387770737198e-05,0.596816976127321,0.000126401862030188,357.07864974233,225,"dinner vegetable turkey, food baby nd, apple food baby","chicken food stage",FALSE
"7570","{9208,9211,9221}","{9202}",8.7173697951854e-05,0.266120777891505,0.000327571934226774,353.549573372421,260,"food baby nd, chicken food stage, baby food stage","dinner vegetable turkey",FALSE
"7537","{9202,9207,9218}","{9211}",4.79455338735197e-05,0.590909090909091,8.11385957859564e-05,353.543931795386,143,"dinner vegetable turkey, food baby pear, baby food mum","chicken food stage",FALSE
"7553","{9202,9207,9216}","{9211}",7.44329267127368e-05,0.588859416445623,0.000126401862030188,352.317601079099,222,"dinner vegetable turkey, food baby pear, stage just apple","chicken food stage",FALSE
"625","{9202,9208}","{9211}",0.000147189436157169,0.582228116710875,0.000252803724060376,348.350060526407,439,"dinner vegetable turkey, food baby nd","chicken food stage",FALSE
"11684","{9202,9207,9212,9221}","{9211}",7.30917928980929e-05,0.581333333333333,0.000125731295122866,347.814707054497,218,"dinner vegetable turkey, food baby pear, apple food baby, baby food stage","chicken food stage",FALSE
"7581","{9202,9207,9221}","{9211}",0.000118690342595986,0.580327868852459,0.000204522906733196,347.213132512291,354,"dinner vegetable turkey, food baby pear, baby food stage","chicken food stage",FALSE
"798","{4101,4111}","{4110}",0.000140148483630288,0.390289449112979,0.000359088578870906,345.725627187812,418,"feast cat food, food cat salmon","beef cat food",FALSE
"7549","{9202,9212,9216}","{9211}",6.87331080005002e-05,0.577464788732394,0.000119025626049647,345.500137030811,205,"dinner vegetable turkey, apple food baby, stage just apple","chicken food stage",FALSE
"11659","{9202,9212,9216,9221}","{9211}",5.39806360394173e-05,0.577060931899642,9.35440835714125e-05,345.258507421907,161,"dinner vegetable turkey, apple food baby, stage just apple, baby food stage","chicken food stage",FALSE
"619","{9202,9219}","{9211}",6.20274389272807e-05,0.574534161490683,0.000107961272078835,343.746727760923,185,"dinner vegetable turkey, apple fruit puree","chicken food stage",FALSE
"7557","{9202,9216,9221}","{9211}",9.15323828494467e-05,0.573529411764706,0.000159594923942625,343.145580860228,273,"dinner vegetable turkey, stage just apple, baby food stage","chicken food stage",FALSE
"7577","{9202,9212,9221}","{9211}",0.000103602587181242,0.570110701107011,0.000181723631884249,341.100148785841,309,"dinner vegetable turkey, apple food baby, baby food stage","chicken food stage",FALSE
"614","{9206,9211}","{9202}",6.47097065565685e-05,0.253280839895013,0.000255485991689664,336.491323968691,193,"banana food baby, chicken food stage","dinner vegetable turkey",FALSE
"600","{3116,9805}","{3119}",6.33685727419246e-05,0.283783783783784,0.000223298780138211,336.006196152484,189,"smoothie fruit juice, strawberry juice kiwi","blueberry smoothie lemonade",FALSE
"613","{9202,9206}","{9211}",6.47097065565685e-05,0.559420289855072,0.000115672791513037,334.704021048653,193,"dinner vegetable turkey, banana food baby","chicken food stage",FALSE
"622","{9202,9216}","{9211}",0.000130089980020459,0.559077809798271,0.000232686716840718,334.499113478765,388,"dinner vegetable turkey, stage just apple","chicken food stage",FALSE
"7573","{9202,9207,9212}","{9211}",9.62263512007003e-05,0.557281553398058,0.000172670978635403,333.424404086045,287,"dinner vegetable turkey, food baby pear, apple food baby","chicken food stage",FALSE
"634","{9202,9221}","{9211}",0.000200164221835603,0.551246537396122,0.000363111980314838,329.813623140891,597,"dinner vegetable turkey, baby food stage","chicken food stage",FALSE
"42","{4108}","{4119}",0.000112990523883749,0.303603603603604,0.000372164633563684,329.397319582223,337,"chicken treat cat","treat cat salmon",FALSE
"608","{9202,9218}","{9211}",8.38208634152442e-05,0.548245614035088,0.000152889254869405,328.018155343223,250,"dinner vegetable turkey, baby food mum","chicken food stage",FALSE
"605","{9202,9214}","{9211}",4.79455338735197e-05,0.545801526717557,8.78442648591759e-05,326.555845398792,143,"dinner vegetable turkey, cereal grain baby","chicken food stage",FALSE
"616","{9202,9220}","{9211}",6.13568720199588e-05,0.541420118343195,0.00011332580733741,323.934426355991,183,"dinner vegetable turkey, spinach apple pea","chicken food stage",FALSE
"631","{9202,9207}","{9211}",0.000163953608840218,0.539140022050717,0.000304102092470506,322.57023308072,489,"dinner vegetable turkey, food baby pear","chicken food stage",FALSE
"7533","{2702,2703,2704}","{2701}",4.66044000588758e-05,0.472789115646259,9.85733353763272e-05,320.26292292979,139,"beer import bottle, ale pale india, ipa hop beer","ale amber big",FALSE
"610","{9202,9215}","{9211}",5.19689353174514e-05,0.53448275862069,9.72322015616833e-05,319.78376854702,155,"dinner vegetable turkey, butternut squash food","chicken food stage",FALSE
"487","{2702,2704}","{2711}",5.833932093701e-05,0.229854689564069,0.000253809574421359,319.754353644591,174,"beer import bottle, ipa hop beer","wheat beer ale",FALSE
"547","{4109,4111}","{4110}",5.43159194930782e-05,0.35920177383592,0.000151212837601101,318.187588285149,162,"cat food tuna, food cat salmon","beef cat food",FALSE
"628","{9202,9212}","{9211}",0.000146518869249847,0.520858164481526,0.000281302817621559,311.632104179045,437,"dinner vegetable turkey, apple food baby","chicken food stage",FALSE
"1340","{6403,9415}","{9404}",8.28150130542613e-05,0.76,0.000108967122439817,310.597254042203,247,"brain dream power, mint tea green","mate yerba loose",FALSE
"626","{9208,9211}","{9202}",0.000147189436157169,0.231052631578947,0.000637038561955856,306.960470988161,439,"food baby nd, chicken food stage","dinner vegetable turkey",FALSE
"163","{9202}","{9211}",0.000378870302636904,0.503340757238307,0.000752711353468893,301.151349817828,1130,"dinner vegetable turkey","chicken food stage",FALSE
"164","{9211}","{9202}",0.000378870302636904,0.226680040120361,0.00167138801649997,301.151349817828,1130,"chicken food stage","dinner vegetable turkey",FALSE
"936","{6909,8105}","{8920}",5.46512029467392e-05,0.43236074270557,0.000126401862030188,300.661684662448,163,"cream soup condense, bean green cut","french dress salad",TRUE
"584","{10502,9715}","{9705}",6.26980058346027e-05,0.195198329853862,0.000321201548607216,293.590001968717,187,"frost vanilla funfetti, cake chocolate moist","frost chocolate supreme",FALSE
"7655","{9204,9208,9221}","{9211}",4.96219511418246e-05,0.486842105263158,0.000101926169912937,291.280121944782,148,"apple cinnamon oatmeal, food baby nd, baby food stage","chicken food stage",FALSE
"7520","{2701,2702,2705}","{2703}",5.66629036687051e-05,0.645038167938931,8.78442648591759e-05,286.373806612746,169,"ale amber big, beer import bottle, cider hard apple","ale pale india",FALSE
"980","{12018,12028}","{12030}",7.71151943420247e-05,0.468431771894094,0.00016462417574754,283.737134381499,230,"dairy yogurt alternative, mango yogurt greek","soy culture yogurt",FALSE
"585","{10502,9705}","{9715}",6.26980058346027e-05,0.183333333333333,0.000341989122734196,282.001555784769,187,"frost chocolate supreme, cake chocolate moist","frost vanilla funfetti",FALSE
"4","{4113}","{4111}",6.57155569175515e-05,0.539944903581267,0.000121707893678935,281.688510078925,196,"elegant medley cat","food cat salmon",FALSE
"583","{9705,9715}","{10502}",6.26980058346027e-05,0.601286173633441,0.000104273154088564,281.180100102946,187,"frost chocolate supreme, frost vanilla funfetti","cake chocolate moist",TRUE
"486","{2702,2711}","{2704}",5.833932093701e-05,0.263636363636364,0.000221287079416245,281.025339528234,174,"beer import bottle, wheat beer ale","ipa hop beer",FALSE
"1343","{6403,9807}","{9404}",7.57740605273808e-05,0.684848484848485,0.000110643539708122,279.884287932767,226,"brain dream power, apple honey juice","mate yerba loose",TRUE
"597","{4104,4111}","{4101}",4.62691166052148e-05,0.377049180327869,0.000122713744039918,278.289633713453,138,"chicken cat food, food cat salmon","feast cat food",FALSE
"503","{2703,2707}","{2701}",6.57155569175515e-05,0.410041841004184,0.000160265490849947,277.758506229587,196,"ale pale india, christmas limit margarita","ale amber big",FALSE
"735","{4101,4106}","{4119}",5.02925180491465e-05,0.254237288135593,0.000197817237659976,275.836914502038,150,"feast cat food, cat food variety","treat cat salmon",FALSE
"516","{2703,2705}","{2701}",8.31502965079222e-05,0.405891980360065,0.000204858190186857,274.947429460571,248,"ale pale india, cider hard apple","ale amber big",FALSE
"1346","{9415,9807}","{9404}",7.67799108883637e-05,0.671554252199413,0.000114331657698393,274.451192991451,229,"mint tea green, apple honey juice","mate yerba loose",FALSE
"801","{4101,4102}","{4110}",7.30917928980929e-05,0.309659090909091,0.000236039551377328,274.301761583012,218,"feast cat food, cat litter clump","beef cat food",FALSE
"7529","{2702,2703,2719}","{2701}",4.79455338735197e-05,0.403954802259887,0.000118690342595986,273.635203142182,143,"beer import bottle, ale pale india, belgian ale beer","ale amber big",FALSE
"217","{4110}","{4101}",0.000416757332900594,0.369171369171369,0.00112889938847651,272.475237885037,1243,"beef cat food","feast cat food",FALSE
"218","{4101}","{4110}",0.000416757332900594,0.30759712942341,0.00135488043624401,272.475237885037,1243,"feast cat food","beef cat food",FALSE
"10","{4016}","{4005}",5.33100691320953e-05,0.310546875,0.00017166512827442,271.858495033204,159,"meal prepare dog","dog food beef",FALSE
"752","{4106,4111}","{4110}",5.33100691320953e-05,0.30635838150289,0.000174012112450047,271.377932019551,159,"cat food variety, food cat salmon","beef cat food",FALSE
"55","{4011}","{4005}",0.000122378460586257,0.305695142378559,0.000400328443671206,267.611198296541,365,"canine cuisine dog","dog food beef",FALSE
"7952","{9404,9415,9807}","{6403}",5.06278015028075e-05,0.65938864628821,7.67799108883637e-05,266.846711855569,151,"mate yerba loose, mint tea green, apple honey juice","brain dream power",TRUE
"741","{4101,4111}","{4119}",8.81795483128369e-05,0.245564892623716,0.000359088578870906,266.427725012644,263,"feast cat food, food cat salmon","treat cat salmon",FALSE
"2527","{2118,5007}","{12022}",0.000102596736820259,0.864406779661017,0.000118690342595986,266.144038926886,306,"vegan wedge chao, fruit roll strip","yog oh chia",TRUE
"599","{3116,3119}","{9805}",6.33685727419246e-05,0.333922261484099,0.000189770434772113,264.596220752301,189,"smoothie fruit juice, blueberry smoothie lemonade","strawberry juice kiwi",TRUE
"517","{2701,2703}","{2705}",8.31502965079222e-05,0.213793103448276,0.000388928806246733,264.584578623551,248,"ale amber big, ale pale india","cider hard apple",FALSE
"513","{2703,2705}","{2719}",5.06278015028075e-05,0.247135842880524,0.000204858190186857,263.248305471125,151,"ale pale india, cider hard apple","belgian ale beer",FALSE
"7650","{2701,2702,2708}","{2703}",6.10215885662978e-05,0.588996763754045,0.000103602587181242,261.49343357121,182,"ale amber big, beer import bottle, lager beer especial","ale pale india",FALSE
"7530","{2701,2702,2703}","{2719}",4.79455338735197e-05,0.245283018867925,0.000195470253484349,261.27468328841,143,"ale amber big, beer import bottle, ale pale india","belgian ale beer",FALSE
"519","{2702,2705}","{2701}",8.78442648591759e-05,0.385294117647059,0.000227992748489464,260.994629998263,262,"beer import bottle, cider hard apple","ale amber big",FALSE
"800","{4102,4110}","{4101}",7.30917928980929e-05,0.353322528363047,0.000206869890908823,260.777644219682,218,"cat litter clump, beef cat food","feast cat food",FALSE
"935","{6909,8920}","{8105}",5.46512029467392e-05,0.357456140350877,0.000152889254869405,260.222399038235,163,"cream soup condense, french dress salad","bean green cut",TRUE
"7652","{2702,2703,2708}","{2701}",6.10215885662978e-05,0.383966244725738,0.000158924357035303,260.095141306608,182,"beer import bottle, ale pale india, lager beer especial","ale amber big",FALSE
"484","{2702,2719}","{2711}",5.06278015028075e-05,0.185049019607843,0.000273591298187357,257.424504888243,151,"beer import bottle, belgian ale beer","wheat beer ale",FALSE
"514","{2703,2719}","{2705}",5.06278015028075e-05,0.207133058984911,0.000244421637718852,256.342287223446,151,"ale pale india, belgian ale beer","cider hard apple",FALSE
"962","{3817,3822}","{3810}",5.33100691320953e-05,0.335443037974684,0.000158924357035303,255.680032802052,159,"meat sauce lasagna, steak cheese salisbury","potato meatloaf mash",FALSE
"125","{4109}","{4101}",0.00021625782761133,0.345104333868379,0.000626644774892366,254.712020807589,645,"cat food tuna","feast cat food",FALSE
"126","{4101}","{4109}",0.00021625782761133,0.159613956941351,0.00135488043624401,254.712020807589,645,"feast cat food","cat food tuna",FALSE
"520","{2701,2702}","{2705}",8.78442648591759e-05,0.205490196078431,0.000427486403417745,254.309124399967,262,"ale amber big, beer import bottle","cider hard apple",FALSE
"7534","{2701,2702,2703}","{2704}",4.66044000588758e-05,0.238421955403087,0.000195470253484349,254.147834706731,139,"ale amber big, beer import bottle, ale pale india","ipa hop beer",FALSE
"856","{9204,9208}","{9211}",8.81795483128369e-05,0.42215088282504,0.000208881591630789,252.575032642067,263,"apple cinnamon oatmeal, food baby nd","chicken food stage",FALSE
"512","{2705,2719}","{2703}",5.06278015028075e-05,0.563432835820896,8.98559655811418e-05,250.143966643413,151,"cider hard apple, belgian ale beer","ale pale india",FALSE
"723","{11102,11105}","{11106}",6.06863051126368e-05,0.255289139633286,0.000237715968645633,248.178904401042,181,"plate inch dinner, assorted compostable dinnerware","spoon duty heavy",FALSE
"17","{2716}","{2704}",5.86746043906709e-05,0.230870712401055,0.00025414485787502,246.09852542619,175,"grapefruit sculpin ipa","ipa hop beer",FALSE
"7523","{4101,4109,4110}","{4111}",4.96219511418246e-05,0.471337579617834,0.000105279004449547,245.896163971795,148,"feast cat food, cat food tuna, beef cat food","food cat salmon",FALSE
"515","{2701,2705}","{2703}",8.31502965079222e-05,0.553571428571429,0.000150206987240118,245.765855590524,248,"ale amber big, cider hard apple","ale pale india",FALSE
"7965","{9206,9209,9217}","{9224}",4.72749669661977e-05,0.423423423423423,0.000111649390069105,243.940883707737,141,"banana food baby, carrot mango apple, green bean food","pear beet squash",FALSE
"506","{2702,2707}","{2701}",6.47097065565685e-05,0.360074626865672,0.000179711931162284,243.911182928194,193,"beer import bottle, christmas limit margarita","ale amber big",FALSE
"483","{2702,2711}","{2719}",5.06278015028075e-05,0.228787878787879,0.000221287079416245,243.704113095238,151,"beer import bottle, wheat beer ale","belgian ale beer",FALSE
"734","{4101,4119}","{4106}",5.02925180491465e-05,0.260416666666667,0.000193123269308723,243.252737107214,150,"feast cat food, treat cat salmon","cat food variety",FALSE
"8224","{306,314,318}","{305}",6.20274389272807e-05,0.485564304461942,0.000127742995844832,242.420539309888,185,"bar oat nutrition, bar cranberry almond, nut bar fruit","almond bar protein",FALSE
"753","{4110,4111}","{4106}",5.33100691320953e-05,0.258536585365854,0.000206199324001501,241.496571005171,159,"beef cat food, food cat salmon","cat food variety",FALSE
"139","{9705}","{9715}",0.000104273154088564,0.156833081190116,0.000664867088609717,241.239124877082,311,"frost chocolate supreme","frost vanilla funfetti",FALSE
"138","{9715}","{9705}",0.000104273154088564,0.160391954615781,0.000650114616648634,241.239124877082,311,"frost vanilla funfetti","frost chocolate supreme",FALSE
"58","{4813}","{4810}",7.51034936200588e-05,0.169440242057489,0.000443244725739811,240.879010194855,224,"butter peanut bar","bar breakfast almond",FALSE
"142","{9705}","{10502}",0.000341989122734196,0.514372163388805,0.000664867088609717,240.536408009947,1020,"frost chocolate supreme","cake chocolate moist",TRUE
"143","{10502}","{9705}",0.000341989122734196,0.159924741298213,0.00213843786744971,240.536408009947,1020,"cake chocolate moist","frost chocolate supreme",TRUE
"481","{12401,12409}","{12404}",4.82808173271807e-05,0.180451127819549,0.000267556196021459,240.269951664876,144,"whiskey rye tennessee, vodka twist citron","tequila silver agave",FALSE
"739","{4101,4119}","{4111}",8.81795483128369e-05,0.456597222222222,0.000193123269308723,238.206139887373,263,"feast cat food, treat cat salmon","food cat salmon",FALSE
"577","{2702,2704}","{2701}",8.91853986738198e-05,0.351387054161163,0.000253809574421359,238.026302470004,266,"beer import bottle, ipa hop beer","ale amber big",FALSE
