"","LHS","RHS","support","confidence","coverage","lift","count","LHS.name","RHS.name","cross.aisle"
"117","{4302,5404}","{10617}",6.10215885662978e-05,0.383157894736842,0.000159259640488964,56.8099006813115,182,"bun dog potato, tissue bathroom roll","frank beef bun",TRUE
"118","{4302,7210}","{10617}",6.20274389272807e-05,0.382231404958678,0.000162277191571913,56.6725322673946,185,"bun dog potato, relish dill pickle","frank beef bun",TRUE
"119","{10617,7701}","{4302}",5.86746043906709e-05,0.388026607538803,0.000151212837601101,56.5119950359619,175,"ginger ale soda, frank beef bun","bun dog potato",TRUE
"120","{2703,2719}","{2801}",4.66044000588758e-05,0.190672153635117,0.000244421637718852,56.4456002477986,139,"ale pale india, belgian ale beer","cabernet sauvignon california",TRUE
"121","{4302,7701}","{10617}",5.86746043906709e-05,0.379609544468547,0.00015456567213771,56.28379531041,175,"bun dog potato, ginger ale soda","frank beef bun",TRUE
"122","{2113,4302}","{10617}",0.000123049027493578,0.37952430196484,0.000324219099690165,56.2711566091437,367,"slice cheese cheddar, bun dog potato","frank beef bun",TRUE
"123","{12506,4531}","{11714}",4.69396835125368e-05,0.198863636363636,0.000236039551377328,56.2253234903782,140,"almond chocolate dark, trail caramel cashew","pistachio salt roast",TRUE
"124","{12206,1608}","{6912}",5.12983684101295e-05,0.346153846153846,0.000148195286518152,55.9851146900927,153,"thyme lemon bunch, beef roast brisket","beef broth sodium",TRUE
"125","{403,4302}","{10617}",0.000106620138264191,0.377224199288256,0.000282643951436203,55.9301259102897,318,"cheese macaroni dinner, bun dog potato","frank beef bun",TRUE
"126","{4302,9804}","{10617}",9.95791857373101e-05,0.376425855513308,0.000264538644938511,55.8117573964542,297,"bun dog potato, juice apple sparkle","frank beef bun",TRUE
"127","{2108,4302}","{10617}",0.000126737145483849,0.376119402985075,0.000336959870929282,55.7663204162128,378,"american cheese slice, bun dog potato","frank beef bun",TRUE
"128","{4302,7205}","{10617}",0.000197817237659976,0.37555697008275,0.000526730305701395,55.6829298407872,590,"bun dog potato, ketchup tomato spicy","frank beef bun",TRUE
"129","{312,6120}","{4805}",5.29747856784343e-05,0.1544477028348,0.000342994973095179,55.6136847202263,158,"granola bar chewy, cookie french caramel","grain nutri bar",TRUE
"130","{10617,7714}","{4302}",0.00012003147641063,0.381256656017039,0.000314831162987657,55.526022787259,358,"colon calorie cherrytree, frank beef bun","bun dog potato",TRUE
"131","{4302,5407}","{10617}",4.82808173271807e-05,0.374025974025974,0.000129084129659476,55.4559327330057,144,"bun dog potato, toilet paper roll","frank beef bun",TRUE
"132","{10617,7809}","{4302}",5.12983684101295e-05,0.380597014925373,0.000134783948371713,55.4299529988128,153,"grain cracker bake, frank beef bun","bun dog potato",TRUE
"133","{10617,7203}","{4302}",4.96219511418246e-05,0.380462724935733,0.00013042526347412,55.4103950739682,148,"sauce bbq tartar, frank beef bun","bun dog potato",TRUE
"134","{5010,9219}","{9908}",5.833932093701e-05,0.21297429620563,0.000273926581641018,54.8632492764207,174,"apple fruit cinnamon, apple fruit puree","applesauce pouch apple",TRUE
"135","{10617,3714}","{4302}",6.53802734638905e-05,0.376447876447876,0.000173676828996386,54.8256746104541,195,"cream ice chocolate, frank beef bun","bun dog potato",TRUE
"136","{4302,4306}","{10617}",6.13568720199588e-05,0.36969696969697,0.000165965309562184,54.814081659707,183,"bun dog potato, roll francese bread","frank beef bun",TRUE
"137","{3802,4302}","{10617}",5.43159194930782e-05,0.368181818181818,0.00014752471961083,54.5894337840525,162,"cheese macaroni chicken, bun dog potato","frank beef bun",TRUE
"138","{10617,9804}","{4302}",9.95791857373101e-05,0.37452711223203,0.000265879778753155,54.5459355005007,297,"juice apple sparkle, frank beef bun","bun dog potato",TRUE
"139","{10702,3201}","{6714}",7.74504777956856e-05,0.226915520628684,0.000341318555826874,54.0780753469118,231,"baby cucumber squash, chip pita naked","nut pine hummus",TRUE
"140","{10617,7822}","{4302}",5.36453525857563e-05,0.37122969837587,0.000144507168527881,54.0657018468016,160,"thin wheat cracker, frank beef bun","bun dog potato",TRUE
"141","{13101,4302}","{10617}",6.73919741858563e-05,0.363471971066908,0.00018541174987452,53.8911160656978,201,"bun dog potato, pasta spaghetti italian","frank beef bun",TRUE
"142","{10617,2108}","{4302}",0.000126737145483849,0.367704280155642,0.000344671390363484,53.5522617550901,378,"american cheese slice, frank beef bun","bun dog potato",TRUE
"143","{10617,6101}","{4302}",5.56570533077221e-05,0.36644591611479,0.000151883404508422,53.3689942650561,166,"cookie sandwich chocolate, frank beef bun","bun dog potato",TRUE
"144","{10617,12813}","{4302}",6.57155569175515e-05,0.366355140186916,0.000179376647708623,53.3557737057291,196,"frank beef bun, taco tortilla flour","bun dog potato",TRUE
"145","{10610,10617}","{4302}",4.62691166052148e-05,0.36604774535809,0.000126401862030188,53.3110048813671,138,"sausage italian summer, frank beef bun","bun dog potato",TRUE
"146","{2116,4302}","{10617}",6.90683914541612e-05,0.358885017421603,0.000192452702401401,53.211019466883,206,"shred cheddar cheese, bun dog potato","frank beef bun",TRUE
"147","{4302,9616}","{10617}",5.53217698540612e-05,0.356371490280778,0.000155236239045032,52.838344835376,165,"bun dog potato, honey ham deli","frank beef bun",TRUE
"148","{4302,7905}","{10617}",7.61093439810417e-05,0.355799373040752,0.000213910843435703,52.753518386462,227,"bun dog potato, pepperoni pizza crust","frank beef bun",TRUE
"149","{4302,4304}","{10617}",0.000255150708236003,0.355275443510738,0.000718177157741812,52.675836613561,761,"bun dog potato, bun hamburger sesame","frank beef bun",TRUE
"150","{13118}","{10806}",0.00054919429709668,0.306626731561213,0.00179108420945694,52.5773177443157,1638,"lasagna wheat pasta","ricotta cheese skim",TRUE
"151","{418}","{6311}",7.81210447030076e-05,0.193360995850622,0.000404016561661477,52.3566982782814,233,"quinoa basil meal","quinoa heirloom vegetable",TRUE
"152","{2812}","{6206}",0.000117349208781342,0.176856998484083,0.000663525954795073,52.1487906757983,350,"zinfandel wine vine","sauvignon blanc valley",TRUE
"153","{12003,4302}","{10617}",4.72749669661977e-05,0.350746268656716,0.000134783948371713,52.0043067373413,141,"bun dog potato, yogurt bottom greek","frank beef bun",TRUE
"154","{10617,7208}","{4302}",8.6167847590871e-05,0.355463347164592,0.000242409936996886,51.7694985863129,257,"mayonnaise squeeze chipotle, frank beef bun","bun dog potato",TRUE
"155","{6201}","{2801}",0.000428156970325067,0.174811772758385,0.00244924562899344,51.7503749530812,1277,"chardonnay reserve unoaked","cabernet sauvignon california",TRUE
"156","{10617,2113}","{4302}",0.000123049027493578,0.354247104247104,0.000347353657992772,51.5923655949658,367,"slice cheese cheddar, frank beef bun","bun dog potato",TRUE
"157","{6205}","{2801}",0.000134113381464391,0.174064403829417,0.000770481376512925,51.5291277127376,400,"wine chardonnay california","cabernet sauvignon california",TRUE
"158","{817}","{6106}",0.000118019775688664,0.186638388123012,0.000632344593604602,51.4709672801365,352,"tart fruit chocolate","chocolate chip brownie",TRUE
"159","{10617,6901}","{4302}",6.10215885662978e-05,0.352713178294574,0.000173006262089064,51.3689654102085,182,"noodle soup chicken, frank beef bun","bun dog potato",TRUE
"160","{2120,4302}","{10617}",4.66044000588758e-05,0.345771144278607,0.000134783948371713,51.2666569963861,139,"swiss cheese slice, bun dog potato","frank beef bun",TRUE
"161","{4302,7208}","{10617}",8.6167847590871e-05,0.345430107526882,0.000249450889523767,51.2160922964013,257,"bun dog potato, mayonnaise squeeze chipotle","frank beef bun",TRUE
"162","{10403,10617}","{4302}",4.79455338735197e-05,0.349633251833741,0.00013713093254734,50.9204065086174,143,"season taco magic, frank beef bun","bun dog potato",TRUE
"163","{12023,4302}","{10617}",5.49864864004002e-05,0.342379958246347,0.000160600774303608,50.7638539892423,164,"bun dog potato, strawberry smoothie danimals","frank beef bun",TRUE
"164","{4302,5002}","{10617}",7.44329267127368e-05,0.342064714946071,0.000217598961425974,50.7171136223463,222,"bun dog potato, fruit snack assorted","frank beef bun",TRUE
"165","{4302,7203}","{10617}",4.96219511418246e-05,0.341801385681293,0.000145177735435203,50.6780704247926,148,"bun dog potato, sauce bbq tartar","frank beef bun",TRUE
"166","{10617,12805}","{4302}",0.000103267303727581,0.346456692913386,0.000298066990304608,50.4577741054501,308,"frank beef bun, flour tortilla burrito","bun dog potato",TRUE
"167","{2808}","{6206}",0.000441903591925167,0.170991177996886,0.00258436486081881,50.4191704326042,1318,"noir pinot california","sauvignon blanc valley",TRUE
